month,year,year_month,category,item,quantity,priority,vat,cost
February,2020,2020-02,food,Carrots,5kg,no,no,21.32
February,2020,2020-02,food,Chicken feet,5kg,no,yes,168.48
February,2020,2020-02,food,Chicken livers,2kg,no,yes,
February,2020,2020-02,food,Cooking oil,5L,yes,no,92.79
February,2020,2020-02,food,Cremora,800g,no,yes,28.99
February,2020,2020-02,food,Curry powder,200g,yes,yes,28.79
February,2020,2020-02,food,Eggs,60 eggs,no,no,87.59
February,2020,2020-02,food,Fish,2kg,no,yes,
February,2020,2020-02,food,Frozen chicken portions,10kg,yes,yes,336.94
February,2020,2020-02,food,Full cream milk,6L,no,yes,
February,2020,2020-02,food,Gizzards,2kg,no,yes,70.44
February,2020,2020-02,food,Green pepper,2kg,no,yes,
February,2020,2020-02,food,Inyama yangapakhathi,2kg,no,yes,63.85
February,2020,2020-02,food,Maas,4L,no,no,40.19
February,2020,2020-02,food,Maize meal,30kg,yes,no,226.48
February,2020,2020-02,food,Margarine,1kg x2,no,yes,63.58
February,2020,2020-02,food,Onions,10kg,yes,no,61.13
February,2020,2020-02,food,Oranges,7kg,no,yes,
February,2020,2020-02,food,Peanut butter,400g x2,no,yes,53.98
February,2020,2020-02,food,Polony,2.5kg,no,yes,60.49
February,2020,2020-02,food,Potatoes,10kg,yes,no,61.99
February,2020,2020-02,food,Rice,10kg,yes,no,83.59
February,2020,2020-02,food,Salt,1kg,yes,yes,15.39
February,2020,2020-02,food,Samp,5kg,yes,no,37.19
February,2020,2020-02,food,Soup,400g x2,yes,yes,26.78
February,2020,2020-02,food,Spinach,8 bunches,no,no,63.92
February,2020,2020-02,food,Sugar beans,5kg,yes,no,92.39
February,2020,2020-02,food,Tea,250g,yes,yes,19.99
February,2020,2020-02,food,Tinned pilchards,400g x6,no,no,93.57
February,2020,2020-02,food,Tomatoes,6kg,no,no,73.18
February,2020,2020-02,food,White bread,25 loaves,no,yes,248.75
February,2020,2020-02,food,White sugar,10kg,yes,yes,145.79
February,2020,2020-02,food,Wors,2kg,no,yes,124.39
February,2020,2020-02,food,Total,44 items,n/a,yes,3223.49
March,2020,2020-03,food,Stock cubes,24 cubes x2,yes,yes,35.58
March,2020,2020-03,food,Apples,1.5kg,no,no,24.65
March,2020,2020-03,food,Apricot jam,900g x2,no,yes,51.98
March,2020,2020-03,food,Bananas,4kg,no,no,47.16
March,2020,2020-03,food,Beef,2kg,no,yes,151.44
March,2020,2020-03,food,Beef livers,2kg,no,yes,
March,2020,2020-03,food,Brown bread,25 loaves,no,no,224.35
March,2020,2020-03,food,Butternut,10kg,no,no,49.13
March,2020,2020-03,food,Cabbage,2 heads,no,no,26.98
March,2020,2020-03,food,Cake Flour,10kg,yes,no,73.79
March,2020,2020-03,food,Canned beans,410g x6,no,yes,65.16
March,2020,2020-03,food,Carrots,5kg,no,no,23.79
March,2020,2020-03,food,Chicken feet,5kg,no,yes,173.59
March,2020,2020-03,food,Chicken livers,2kg,no,yes,
March,2020,2020-03,food,Cooking oil,5L,yes,no,91.19
March,2020,2020-03,food,Cremora,800g,no,yes,32.19
March,2020,2020-03,food,Curry powder,200g,yes,yes,27.59
March,2020,2020-03,food,Eggs,60 eggs,no,no,86.99
March,2020,2020-03,food,Fish,2kg,no,yes,
March,2020,2020-03,food,Frozen chicken portions,10kg,yes,yes,339.44
March,2020,2020-03,food,Full cream milk,6L,no,yes,
March,2020,2020-03,food,Gizzards,2kg,no,yes,59.44
March,2020,2020-03,food,Green pepper,2kg,no,yes,
March,2020,2020-03,food,Inyama yangapakhathi,2kg,no,yes,64.94
March,2020,2020-03,food,Maas,4L,no,no,39.79
March,2020,2020-03,food,Maize meal,30kg,yes,no,246.47
March,2020,2020-03,food,Margarine,1kg x2,no,yes,63.98
March,2020,2020-03,food,Onions,10kg,yes,no,55.24
March,2020,2020-03,food,Oranges,7kg,no,yes,
March,2020,2020-03,food,Peanut butter,400g x2,no,yes,57.18
March,2020,2020-03,food,Polony,2.5kg,no,yes,60.49
March,2020,2020-03,food,Potatoes,10kg,yes,no,48.45
March,2020,2020-03,food,Rice,10kg,yes,no,87.19
March,2020,2020-03,food,Salt,1kg,yes,yes,15.39
March,2020,2020-03,food,Samp,5kg,yes,no,35.79
March,2020,2020-03,food,Soup,400g x2,yes,yes,26.38
March,2020,2020-03,food,Spinach,8 bunches,no,no,63.92
March,2020,2020-03,food,Sugar beans,5kg,yes,no,84.39
March,2020,2020-03,food,Tea,250g,yes,yes,20.79
March,2020,2020-03,food,Tinned pilchards,400g x6,no,no,101.56
March,2020,2020-03,food,Tomatoes,6kg,no,no,59.15
March,2020,2020-03,food,White bread,25 loaves,no,yes,248.35
March,2020,2020-03,food,White sugar,10kg,yes,yes,145.19
March,2020,2020-03,food,Wors,2kg,no,yes,111.94
March,2020,2020-03,food,Total,44 items,n/a,yes,3221
April,2020,2020-04,food,Stock cubes,24 cubes x2,yes,yes,35.18
April,2020,2020-04,food,Apples,1.5kg,no,no,19.65
April,2020,2020-04,food,Apricot jam,900g x2,no,yes,57.98
April,2020,2020-04,food,Bananas,4kg,no,no,47.16
April,2020,2020-04,food,Beef,2kg,no,yes,143.94
April,2020,2020-04,food,Beef livers,2kg,no,yes,
April,2020,2020-04,food,Brown bread,25 loaves,no,no,256.45
April,2020,2020-04,food,Butternut,10kg,no,no,65.99
April,2020,2020-04,food,Cabbage,2 heads,no,no,29.98
April,2020,2020-04,food,Cake Flour,10kg,yes,no,73.79
April,2020,2020-04,food,Canned beans,410g x6,no,yes,65.35
April,2020,2020-04,food,Carrots,5kg,no,no,35.59
April,2020,2020-04,food,Chicken feet,5kg,no,yes,159.74
April,2020,2020-04,food,Chicken livers,2kg,no,yes,
April,2020,2020-04,food,Cooking oil,5L,yes,no,94.57
April,2020,2020-04,food,Cremora,800g,no,yes,33.79
April,2020,2020-04,food,Curry powder,200g,yes,yes,28.79
April,2020,2020-04,food,Eggs,60 eggs,no,no,82.39
April,2020,2020-04,food,Fish,2kg,no,yes,
April,2020,2020-04,food,Frozen chicken portions,10kg,yes,yes,330.39
April,2020,2020-04,food,Full cream milk,6L,no,yes,
April,2020,2020-04,food,Gizzards,2kg,no,yes,64.65
April,2020,2020-04,food,Green pepper,2kg,no,yes,
April,2020,2020-04,food,Inyama yangapakhathi,2kg,no,yes,66.39
April,2020,2020-04,food,Maas,4L,no,no,44.19
April,2020,2020-04,food,Maize meal,30kg,yes,no,248.31
April,2020,2020-04,food,Margarine,1kg x2,no,yes,69.18
April,2020,2020-04,food,Onions,10kg,yes,no,78.84
April,2020,2020-04,food,Oranges,7kg,no,yes,
April,2020,2020-04,food,Peanut butter,400g x2,no,yes,52.48
April,2020,2020-04,food,Polony,2.5kg,no,yes,63.79
April,2020,2020-04,food,Potatoes,10kg,yes,no,66.7
April,2020,2020-04,food,Rice,10kg,yes,no,94.59
April,2020,2020-04,food,Salt,1kg,yes,yes,17.39
April,2020,2020-04,food,Samp,5kg,yes,no,32.96
April,2020,2020-04,food,Soup,400g x2,yes,yes,25.98
April,2020,2020-04,food,Spinach,8 bunches,no,no,79.92
April,2020,2020-04,food,Sugar beans,5kg,yes,no,92.21
April,2020,2020-04,food,Tea,250g,yes,yes,20.79
April,2020,2020-04,food,Tinned pilchards,400g x6,no,no,105.54
April,2020,2020-04,food,Tomatoes,6kg,no,no,60.66
April,2020,2020-04,food,White bread,25 loaves,no,yes,291.4
April,2020,2020-04,food,White sugar,10kg,yes,yes,144.49
April,2020,2020-04,food,Wors,2kg,no,yes,126.89
April,2020,2020-04,food,Total,44 items,n/a,yes,3408.08
May,2020,2020-05,food,Stock cubes,24 cubes x2,yes,yes,37.98
May,2020,2020-05,food,Apples,1.5kg,no,no,19.99
May,2020,2020-05,food,Apricot jam,900g x2,no,yes,56.78
May,2020,2020-05,food,Bananas,4kg,no,no,55.16
May,2020,2020-05,food,Beef,2kg,no,yes,147.44
May,2020,2020-05,food,Beef livers,2kg,no,yes,
May,2020,2020-05,food,Brown bread,25 loaves,no,no,256.35
May,2020,2020-05,food,Butternut,10kg,no,no,46.27
May,2020,2020-05,food,Cabbage,2 heads,no,no,32.99
May,2020,2020-05,food,Cake Flour,10kg,yes,no,75.99
May,2020,2020-05,food,Canned beans,410g x6,no,yes,67.16
May,2020,2020-05,food,Carrots,5kg,no,no,28.99
May,2020,2020-05,food,Chicken feet,5kg,no,yes,192.23
May,2020,2020-05,food,Chicken livers,2kg,no,yes,
May,2020,2020-05,food,Cooking oil,5L,yes,no,100.99
May,2020,2020-05,food,Cremora,800g,no,yes,34.19
May,2020,2020-05,food,Curry powder,200g,yes,yes,29.19
May,2020,2020-05,food,Eggs,60 eggs,no,no,87.59
May,2020,2020-05,food,Fish,2kg,no,yes,
May,2020,2020-05,food,Frozen chicken portions,10kg,yes,yes,332.35
May,2020,2020-05,food,Full cream milk,6L,no,yes,
May,2020,2020-05,food,Gizzards,2kg,no,yes,69.44
May,2020,2020-05,food,Green pepper,2kg,no,yes,
May,2020,2020-05,food,Inyama yangapakhathi,2kg,no,yes,72.6
May,2020,2020-05,food,Maas,4L,no,no,41.99
May,2020,2020-05,food,Maize meal,30kg,yes,no,246.97
May,2020,2020-05,food,Margarine,1kg x2,no,yes,67.18
May,2020,2020-05,food,Onions,10kg,yes,no,87.41
May,2020,2020-05,food,Oranges,7kg,no,yes,
May,2020,2020-05,food,Peanut butter,400g x2,no,yes,59.58
May,2020,2020-05,food,Polony,2.5kg,no,yes,58.79
May,2020,2020-05,food,Potatoes,10kg,yes,no,52.39
May,2020,2020-05,food,Rice,10kg,yes,no,109.99
May,2020,2020-05,food,Salt,1kg,yes,yes,15.79
May,2020,2020-05,food,Samp,5kg,yes,no,34.24
May,2020,2020-05,food,Soup,400g x2,yes,yes,29.18
May,2020,2020-05,food,Spinach,8 bunches,no,no,71.92
May,2020,2020-05,food,Sugar beans,5kg,yes,no,99.79
May,2020,2020-05,food,Tea,250g,yes,yes,23.39
May,2020,2020-05,food,Tinned pilchards,400g x6,no,no,106.74
May,2020,2020-05,food,Tomatoes,6kg,no,no,65.98
May,2020,2020-05,food,White bread,25 loaves,no,yes,286.4
May,2020,2020-05,food,White sugar,10kg,yes,yes,153.59
May,2020,2020-05,food,Wors,2kg,no,yes,115.92
May,2020,2020-05,food,Total,44 items,n/a,yes,3470.92
June,2020,2020-06,food,Stock cubes,24 cubes x2,yes,yes,36.78
June,2020,2020-06,food,Apples,1.5kg,no,no,17.19
June,2020,2020-06,food,Apricot jam,900g x2,no,yes,57.98
June,2020,2020-06,food,Bananas,4kg,no,no,43.09
June,2020,2020-06,food,Beef,2kg,no,yes,149.94
June,2020,2020-06,food,Beef livers,2kg,no,yes,
June,2020,2020-06,food,Brown bread,25 loaves,no,no,256.35
June,2020,2020-06,food,Butternut,10kg,no,no,43.13
June,2020,2020-06,food,Cabbage,2 heads,no,no,32.48
June,2020,2020-06,food,Cake Flour,10kg,yes,no,78.99
June,2020,2020-06,food,Canned beans,410g x6,no,yes,68.36
June,2020,2020-06,food,Carrots,5kg,no,no,31.99
June,2020,2020-06,food,Chicken feet,5kg,no,yes,198.59
June,2020,2020-06,food,Chicken livers,2kg,no,yes,
June,2020,2020-06,food,Cooking oil,5L,yes,no,102.59
June,2020,2020-06,food,Cremora,800g,no,yes,33.19
June,2020,2020-06,food,Curry powder,200g,yes,yes,28.59
June,2020,2020-06,food,Eggs,60 eggs,no,no,92.19
June,2020,2020-06,food,Fish,2kg,no,yes,
June,2020,2020-06,food,Frozen chicken portions,10kg,yes,yes,337.89
June,2020,2020-06,food,Full cream milk,6L,no,yes,
June,2020,2020-06,food,Gizzards,2kg,no,yes,66.58
June,2020,2020-06,food,Green pepper,2kg,no,yes,
June,2020,2020-06,food,Inyama yangapakhathi,2kg,no,yes,73.49
June,2020,2020-06,food,Maas,4L,no,no,43.19
June,2020,2020-06,food,Maize meal,30kg,yes,no,253.98
June,2020,2020-06,food,Margarine,1kg x2,no,yes,72.78
June,2020,2020-06,food,Onions,10kg,yes,no,88.55
June,2020,2020-06,food,Oranges,7kg,no,yes,
June,2020,2020-06,food,Peanut butter,400g x2,no,yes,56.78
June,2020,2020-06,food,Polony,2.5kg,no,yes,60.39
June,2020,2020-06,food,Potatoes,10kg,yes,no,43.62
June,2020,2020-06,food,Rice,10kg,yes,no,112.19
June,2020,2020-06,food,Salt,1kg,yes,yes,15.59
June,2020,2020-06,food,Samp,5kg,yes,no,34.24
June,2020,2020-06,food,Soup,400g x2,yes,yes,29.18
June,2020,2020-06,food,Spinach,8 bunches,no,no,79.92
June,2020,2020-06,food,Sugar beans,5kg,yes,no,99.79
June,2020,2020-06,food,Tea,250g,yes,yes,22.99
June,2020,2020-06,food,Tinned pilchards,400g x6,no,no,104.34
June,2020,2020-06,food,Tomatoes,6kg,no,no,53.98
June,2020,2020-06,food,White bread,25 loaves,no,yes,287.4
June,2020,2020-06,food,White sugar,10kg,yes,yes,150.99
June,2020,2020-06,food,Wors,2kg,no,yes,126.94
June,2020,2020-06,food,Total,44 items,n/a,yes,3486.23
July,2020,2020-07,food,Stock cubes,24 cubes x2,yes,yes,33.98
July,2020,2020-07,food,Apples,1.5kg,no,no,15.79
July,2020,2020-07,food,Apricot jam,900g x2,no,yes,58.38
July,2020,2020-07,food,Bananas,4kg,no,no,33.49
July,2020,2020-07,food,Beef,2kg,no,yes,153.39
July,2020,2020-07,food,Beef livers,2kg,no,yes,
July,2020,2020-07,food,Brown bread,25 loaves,no,no,256.35
July,2020,2020-07,food,Butternut,10kg,no,no,45.13
July,2020,2020-07,food,Cabbage,2 heads,no,no,31.98
July,2020,2020-07,food,Cake Flour,10kg,yes,no,81.59
July,2020,2020-07,food,Canned beans,410g x6,no,yes,66.55
July,2020,2020-07,food,Carrots,5kg,no,no,21.59
July,2020,2020-07,food,Chicken feet,5kg,no,yes,203.59
July,2020,2020-07,food,Chicken livers,2kg,no,yes,
July,2020,2020-07,food,Cooking oil,5L,yes,no,100.79
July,2020,2020-07,food,Cremora,800g,no,yes,32.79
July,2020,2020-07,food,Curry powder,200g,yes,yes,28.19
July,2020,2020-07,food,Eggs,60 eggs,no,no,91.59
July,2020,2020-07,food,Fish,2kg,no,yes,
July,2020,2020-07,food,Frozen chicken portions,10kg,yes,yes,339.89
July,2020,2020-07,food,Full cream milk,6L,no,yes,
July,2020,2020-07,food,Gizzards,2kg,no,yes,64.89
July,2020,2020-07,food,Green pepper,2kg,no,yes,
July,2020,2020-07,food,Inyama yangapakhathi,2kg,no,yes,72.49
July,2020,2020-07,food,Maas,4L,no,no,41.59
July,2020,2020-07,food,Maize meal,35kg,yes,no,254.98
July,2020,2020-07,food,Margarine,1kg x2,no,yes,75.58
July,2020,2020-07,food,Onions,10kg,yes,no,61.99
July,2020,2020-07,food,Oranges,7kg,no,yes,
July,2020,2020-07,food,Peanut butter,400g x2,no,yes,56.38
July,2020,2020-07,food,Polony,2.5kg,no,yes,60.39
July,2020,2020-07,food,Potatoes,10kg,yes,no,46.3
July,2020,2020-07,food,Rice,10kg,yes,no,111.59
July,2020,2020-07,food,Salt,1kg,yes,yes,15.99
July,2020,2020-07,food,Samp,5kg,yes,no,34.74
July,2020,2020-07,food,Soup,400g x2,yes,yes,28.78
July,2020,2020-07,food,Spinach,8 bunches,no,no,63.92
July,2020,2020-07,food,Sugar beans,5kg,yes,no,98.59
July,2020,2020-07,food,Tea,250g,yes,yes,21.79
July,2020,2020-07,food,Tinned pilchards,400g x6,no,no,104.34
July,2020,2020-07,food,Tomatoes,6kg,no,no,54.98
July,2020,2020-07,food,White bread,25 loaves,no,yes,287.4
July,2020,2020-07,food,White sugar,10kg,yes,yes,147.99
July,2020,2020-07,food,Wors,2kg,no,yes,113.39
July,2020,2020-07,food,Total,44 items,n/a,yes,3413.14
August,2020,2020-08,food,Stock cubes,24 cubes x2,yes,yes,34.78
August,2020,2020-08,food,Apples,1.5kg,no,no,16.19
August,2020,2020-08,food,Apricot jam,900g x2,no,yes,57.18
August,2020,2020-08,food,Bananas,4kg,no,no,36.69
August,2020,2020-08,food,Beef,2kg,no,yes,148.89
August,2020,2020-08,food,Beef livers,2kg,no,yes,
August,2020,2020-08,food,Brown bread,25 loaves,no,no,258.85
August,2020,2020-08,food,Butternut,10kg,no,no,61.7
August,2020,2020-08,food,Cabbage,2 heads,no,no,29.58
August,2020,2020-08,food,Cake Flour,10kg,yes,no,87.19
August,2020,2020-08,food,Canned beans,410g x6,no,yes,68.34
August,2020,2020-08,food,Carrots,5kg,no,no,19.19
August,2020,2020-08,food,Chicken feet,5kg,no,yes,201.09
August,2020,2020-08,food,Chicken livers,2kg,no,yes,
August,2020,2020-08,food,Cooking oil,5L,yes,no,102.99
August,2020,2020-08,food,Cremora,800g,no,yes,33.79
August,2020,2020-08,food,Curry powder,200g,yes,yes,29.59
August,2020,2020-08,food,Eggs,60 eggs,no,no,90.99
August,2020,2020-08,food,Fish,2kg,no,yes,
August,2020,2020-08,food,Frozen chicken portions,10kg,yes,yes,323.3
August,2020,2020-08,food,Full cream milk,6L,no,yes,
August,2020,2020-08,food,Gizzards,2kg,no,yes,60.89
August,2020,2020-08,food,Green pepper,2kg,no,yes,
August,2020,2020-08,food,Inyama yangapakhathi,2kg,no,yes,76.39
August,2020,2020-08,food,Maas,4L,no,no,42.79
August,2020,2020-08,food,Maize meal,35kg,yes,no,263.86
August,2020,2020-08,food,Margarine,1kg x2,no,yes,71.18
August,2020,2020-08,food,Onions,10kg,yes,no,61.59
August,2020,2020-08,food,Oranges,7kg,no,yes,
August,2020,2020-08,food,Peanut butter,400g x2,no,yes,62.38
August,2020,2020-08,food,Polony,2.5kg,no,yes,54.39
August,2020,2020-08,food,Potatoes,10kg,yes,no,64.41
August,2020,2020-08,food,Rice,10kg,yes,no,111.59
August,2020,2020-08,food,Salt,1kg,yes,yes,15.59
August,2020,2020-08,food,Samp,5kg,yes,no,35.49
August,2020,2020-08,food,Soup,400g x2,yes,yes,28.38
August,2020,2020-08,food,Spinach,8 bunches,no,no,59.94
August,2020,2020-08,food,Sugar beans,5kg,yes,no,107.39
August,2020,2020-08,food,Tea,250g,yes,yes,21.99
August,2020,2020-08,food,Tinned pilchards,400g x6,no,no,104.34
August,2020,2020-08,food,Tomatoes,6kg,no,no,59.99
August,2020,2020-08,food,White bread,25 loaves,no,yes,290.4
August,2020,2020-08,food,White sugar,10kg,yes,yes,150.79
August,2020,2020-08,food,Wors,2kg,no,yes,126.89
August,2020,2020-08,food,Total,44 items,n/a,yes,3470.99
September,2020,2020-09,food,Stock cubes,24 cubes x2,yes,yes,33.98
September,2020,2020-09,food,Apples,1.5kg,no,no,15.19
September,2020,2020-09,food,Apricot jam,900g x2,no,yes,57.18
September,2020,2020-09,food,Bananas,4kg,no,no,40.69
September,2020,2020-09,food,Beef,2kg,no,yes,148.89
September,2020,2020-09,food,Beef livers,2kg,no,yes,
September,2020,2020-09,food,Brown bread,25 loaves,yes,no,258.85
September,2020,2020-09,food,Butternut,10kg,no,no,65.12
September,2020,2020-09,food,Cabbage,2 heads,no,no,29.58
September,2020,2020-09,food,Cake Flour,10kg,yes,no,85.99
September,2020,2020-09,food,Canned beans,410g x6,no,yes,67.14
September,2020,2020-09,food,Carrots,5kg,no,no,20.19
September,2020,2020-09,food,Chicken feet,5kg,no,yes,184.84
September,2020,2020-09,food,Chicken livers,2kg,no,yes,
September,2020,2020-09,food,Cooking oil,5L,yes,no,104.59
September,2020,2020-09,food,Cremora,800g,no,yes,34.39
September,2020,2020-09,food,Curry powder,200g,yes,yes,29.59
September,2020,2020-09,food,Eggs,60 eggs,no,no,92.59
September,2020,2020-09,food,Fish,2kg,no,yes,
September,2020,2020-09,food,Frozen chicken portions,10kg,yes,yes,313.3
September,2020,2020-09,food,Full cream milk,6L,no,yes,
September,2020,2020-09,food,Gizzards,2kg,no,yes,63.89
September,2020,2020-09,food,Green pepper,2kg,no,yes,
September,2020,2020-09,food,Inyama yangapakhathi,2kg,no,yes,78.39
September,2020,2020-09,food,Maas,4L,no,no,43.39
September,2020,2020-09,food,Maize meal,30kg,yes,no,262.47
September,2020,2020-09,food,Margarine,1kg x2,no,yes,72.38
September,2020,2020-09,food,Onions,10kg,yes,no,57.44
September,2020,2020-09,food,Oranges,7kg,no,yes,
September,2020,2020-09,food,Peanut butter,400g x2,no,yes,63.58
September,2020,2020-09,food,Polony,2.5kg,no,yes,54.99
September,2020,2020-09,food,Potatoes,10kg,yes,no,72.87
September,2020,2020-09,food,Rice,10kg,yes,no,110.19
September,2020,2020-09,food,Salt,1kg,yes,yes,15.59
September,2020,2020-09,food,Samp,5kg,yes,no,34.74
September,2020,2020-09,food,Soup,400g x2,yes,yes,26.78
September,2020,2020-09,food,Spinach,8 bunches,no,no,57.28
September,2020,2020-09,food,Sugar beans,5kg,yes,no,115.19
September,2020,2020-09,food,Tea,250g,yes,yes,24.39
September,2020,2020-09,food,Tinned pilchards,400g x6,no,no,99.54
September,2020,2020-09,food,Tomatoes,6kg,no,no,58.74
September,2020,2020-09,food,Total,44 items,n/a,yes,3453.62
September,2020,2020-09,food,White bread,25 loaves,yes,yes,291.4
September,2020,2020-09,food,White sugar,10kg,yes,yes,147.39
September,2020,2020-09,food,Wors,2kg,no,yes,120.89
October,2020,2020-10,food,Apples,3kg,no,no,33.42
October,2020,2020-10,food,Apricot jam,900g,no,yes,27.72
October,2020,2020-10,food,Bananas,4kg,no,no,57.51
October,2020,2020-10,food,Beef,2kg,no,yes,141.1
October,2020,2020-10,food,Beef livers,2kg,no,yes,73.18
October,2020,2020-10,food,Brown bread,25 loaves,yes,no,297.72
October,2020,2020-10,food,Butternut,10kg,no,no,114.36
October,2020,2020-10,food,Cabbage,2 heads,no,no,32.27
October,2020,2020-10,food,Cake flour,10kg,yes,no,93.33
October,2020,2020-10,food,Canned beans,410g x6,no,yes,65.44
October,2020,2020-10,food,Carrots,5kg,no,yes,27.95
October,2020,2020-10,food,Chicken feet,2kg,no,yes,65.78
October,2020,2020-10,food,Chicken livers,2kg,no,yes,51.18
October,2020,2020-10,food,Cooking oil,5L,yes,no,106.71
October,2020,2020-10,food,Cremora,800g,no,yes,34.84
October,2020,2020-10,food,Curry powder,200g,yes,yes,30.38
October,2020,2020-10,food,Eggs,60 eggs,no,no,98.01
October,2020,2020-10,food,Fish,2kg,no,yes,91.34
October,2020,2020-10,food,Frozen chicken portions,10kg,yes,yes,312.62
October,2020,2020-10,food,Full cream milk,6L,no,yes,73.81
October,2020,2020-10,food,Gizzards,2kg,no,yes,64.4
October,2020,2020-10,food,Green pepper,2kg,no,yes,50.3
October,2020,2020-10,food,Inyama yangapakhathi,2kg,no,yes,76.65
October,2020,2020-10,food,Maas,4L,no,no,46.26
October,2020,2020-10,food,Maize meal,30kg,yes,no,216.84
October,2020,2020-10,food,Margarine,1kg,no,yes,33.08
October,2020,2020-10,food,Onions,10kg,yes,no,64.64
October,2020,2020-10,food,Oranges,7kg,no,yes,62.68
October,2020,2020-10,food,Peanut butter,400g x2,no,yes,61.74
October,2020,2020-10,food,Polony,2.5kg,no,yes,48.58
October,2020,2020-10,food,Potatoes,10kg,yes,no,80.33
October,2020,2020-10,food,Rice,10kg,yes,yes,136.7
October,2020,2020-10,food,Salt,1kg,yes,yes,12.23
October,2020,2020-10,food,Samp,5kg,yes,no,42.53
October,2020,2020-10,food,Soup,400g x2,yes,yes,36.81
October,2020,2020-10,food,Spinach,8 bunches,no,no,75.9
October,2020,2020-10,food,Stock cubes,24 cubes x2,yes,yes,38.4
October,2020,2020-10,food,Sugar beans,5kg,yes,yes,124.93
October,2020,2020-10,food,Tea,250g,yes,yes,23.18
October,2020,2020-10,food,Tinned pilchards,400g x6,no,no,115.62
October,2020,2020-10,food,Tomatoes,6kg,no,no,85.19
October,2020,2020-10,food,Total,44 items,n/a,yes,3916.72
October,2020,2020-10,food,White bread,25 loaves,yes,yes,327.62
October,2020,2020-10,food,White sugar,10kg,yes,yes,151.54
October,2020,2020-10,food,Wors,2kg,no,yes,111.88
November,2020,2020-11,food,Apples,3kg,no,no,34.27
November,2020,2020-11,food,Apricot jam,900g,no,yes,28.1
November,2020,2020-11,food,Bananas,4kg,no,no,65.13
November,2020,2020-11,food,Beef,2kg,no,yes,148.96
November,2020,2020-11,food,Beef livers,2kg,no,yes,72.86
November,2020,2020-11,food,Brown bread,25 loaves,yes,no,304.35
November,2020,2020-11,food,Butternut,10kg,no,no,108.2
November,2020,2020-11,food,Cabbage,2 heads,no,no,30.47
November,2020,2020-11,food,Cake flour,10kg,yes,no,94.6
November,2020,2020-11,food,Canned beans,410g x6,no,yes,66.01
November,2020,2020-11,food,Carrots,5kg,no,yes,30.54
November,2020,2020-11,food,Chicken feet,2kg,no,yes,68.42
November,2020,2020-11,food,Chicken livers,2kg,no,yes,48.43
November,2020,2020-11,food,Cooking oil,5L,yes,no,106.58
November,2020,2020-11,food,Cremora,800g,no,yes,34.99
November,2020,2020-11,food,Curry powder,200g,yes,yes,30.69
November,2020,2020-11,food,Eggs,60 eggs,no,no,98.49
November,2020,2020-11,food,Fish,2kg,no,yes,89.13
November,2020,2020-11,food,Frozen chicken portions,10kg,yes,yes,317.28
November,2020,2020-11,food,Full cream milk,6L,no,yes,75.87
November,2020,2020-11,food,Gizzards,2kg,no,yes,61.41
November,2020,2020-11,food,Green pepper,2kg,no,yes,49.32
November,2020,2020-11,food,Inyama yangapakhathi,2kg,no,yes,76.62
November,2020,2020-11,food,Maas,4L,no,no,46.33
November,2020,2020-11,food,Maize meal,30kg,yes,no,226.36
November,2020,2020-11,food,Margarine,1kg,no,yes,34.41
November,2020,2020-11,food,Onions,10kg,yes,no,69.94
November,2020,2020-11,food,Oranges,7kg,no,yes,72.92
November,2020,2020-11,food,Peanut butter,400g x2,no,yes,64.37
November,2020,2020-11,food,Polony,2.5kg,no,yes,50.03
November,2020,2020-11,food,Potatoes,10kg,yes,no,91
November,2020,2020-11,food,Rice,10kg,yes,yes,137.84
November,2020,2020-11,food,Salt,1kg,yes,yes,12.59
November,2020,2020-11,food,Samp,5kg,yes,no,45.09
November,2020,2020-11,food,Soup,400g x2,yes,yes,36.58
November,2020,2020-11,food,Spinach,8 bunches,no,no,73.72
November,2020,2020-11,food,Stock cubes,24 cubes x2,yes,yes,39.88
November,2020,2020-11,food,Sugar beans,5kg,yes,yes,143.99
November,2020,2020-11,food,Tea,250g,yes,yes,22.57
November,2020,2020-11,food,Tinned pilchards,400g x6,no,no,114.93
November,2020,2020-11,food,Tomatoes,6kg,no,no,96.79
November,2020,2020-11,food,Total,44 items,n/a,yes,4018.22
November,2020,2020-11,food,White bread,25 loaves,yes,yes,333.91
November,2020,2020-11,food,White sugar,10kg,yes,yes,154.16
November,2020,2020-11,food,Wors,2kg,no,yes,110.12
December,2020,2020-12,food,Apples,3kg,no,no,37.35
December,2020,2020-12,food,Apricot jam,900g,no,yes,28.56
December,2020,2020-12,food,Bananas,4kg,no,no,58.19
December,2020,2020-12,food,Beef,2kg,no,yes,149.5
December,2020,2020-12,food,Beef livers,2kg,no,yes,73.16
December,2020,2020-12,food,Brown bread,25 loaves,yes,no,311.91
December,2020,2020-12,food,Butternut,10kg,no,no,79.78
December,2020,2020-12,food,Cabbage,2 heads,no,no,27.98
December,2020,2020-12,food,Cake flour,10kg,yes,no,95.08
December,2020,2020-12,food,Canned beans,410g x6,no,yes,64.88
December,2020,2020-12,food,Carrots,5kg,no,yes,29.62
December,2020,2020-12,food,Chicken feet,2kg,no,yes,71.98
December,2020,2020-12,food,Chicken livers,2kg,no,yes,50.9
December,2020,2020-12,food,Cooking oil,5L,yes,no,106.04
December,2020,2020-12,food,Cremora,800g,no,yes,35.29
December,2020,2020-12,food,Curry powder,200g,yes,yes,31.42
